info face="Otari-Bold-Limited" size=40 bold=0 italic=0 charset="" unicode=0 stretchH=100 smooth=1 aa=1 padding=0,0,0,0 spacing=1,1
common lineHeight=51 base=26 scaleW=256 scaleH=256 pages=1 packed=0
page id=0 file="otari.png"
chars count=79
char id=32   x=0     y=0     width=0     height=0     xoffset=0     yoffset=38    xadvance=11     page=0  chnl=0 
char id=52   x=0     y=170     width=22     height=29     xoffset=-1     yoffset=18    xadvance=20     page=0  chnl=0 
char id=51   x=22     y=170     width=20     height=29     xoffset=-1     yoffset=18    xadvance=18     page=0  chnl=0 
char id=116   x=42     y=170     width=18     height=29     xoffset=-1     yoffset=12    xadvance=15     page=0  chnl=0 
char id=48   x=60     y=170     width=21     height=23     xoffset=0     yoffset=18    xadvance=20     page=0  chnl=0 
char id=50   x=81     y=170     width=19     height=23     xoffset=0     yoffset=18    xadvance=18     page=0  chnl=0 
char id=49   x=100     y=170     width=17     height=23     xoffset=0     yoffset=18    xadvance=16     page=0  chnl=0 
char id=122   x=117     y=170     width=20     height=23     xoffset=-1     yoffset=18    xadvance=17     page=0  chnl=0 
char id=120   x=137     y=170     width=24     height=23     xoffset=-1     yoffset=18    xadvance=19     page=0  chnl=0 
char id=119   x=161     y=170     width=34     height=23     xoffset=-2     yoffset=18    xadvance=27     page=0  chnl=0 
char id=118   x=195     y=170     width=27     height=23     xoffset=-3     yoffset=18    xadvance=18     page=0  chnl=0 
char id=117   x=222     y=170     width=25     height=23     xoffset=-1     yoffset=18    xadvance=22     page=0  chnl=0 
char id=115   x=0     y=199     width=19     height=23     xoffset=-1     yoffset=18    xadvance=17     page=0  chnl=0 
char id=114   x=19     y=199     width=18     height=23     xoffset=-1     yoffset=18    xadvance=15     page=0  chnl=0 
char id=111   x=37     y=199     width=22     height=23     xoffset=0     yoffset=18    xadvance=22     page=0  chnl=0 
char id=110   x=59     y=199     width=25     height=23     xoffset=-1     yoffset=18    xadvance=22     page=0  chnl=0 
char id=109   x=84     y=199     width=34     height=23     xoffset=-1     yoffset=18    xadvance=31     page=0  chnl=0 
char id=101   x=118     y=199     width=21     height=23     xoffset=0     yoffset=18    xadvance=20     page=0  chnl=0 
char id=99   x=139     y=199     width=20     height=23     xoffset=0     yoffset=18    xadvance=19     page=0  chnl=0 
char id=97   x=159     y=199     width=22     height=23     xoffset=0     yoffset=18    xadvance=20     page=0  chnl=0 
char id=43   x=181     y=199     width=23     height=20     xoffset=0     yoffset=18    xadvance=22     page=0  chnl=0 
char id=58   x=204     y=199     width=11     height=18     xoffset=0     yoffset=21    xadvance=10     page=0  chnl=0 
char id=42   x=215     y=199     width=15     height=14     xoffset=0     yoffset=9    xadvance=14     page=0  chnl=0 
char id=61   x=230     y=199     width=22     height=14     xoffset=0     yoffset=21    xadvance=21     page=0  chnl=0 
char id=44   x=0     y=222     width=11     height=14     xoffset=0     yoffset=31    xadvance=10     page=0  chnl=0 
char id=39   x=11     y=222     width=10     height=12     xoffset=-1     yoffset=9    xadvance=7     page=0  chnl=0 
char id=34   x=21     y=222     width=16     height=12     xoffset=-1     yoffset=9    xadvance=14     page=0  chnl=0 
char id=46   x=37     y=222     width=11     height=10     xoffset=0     yoffset=31    xadvance=10     page=0  chnl=0 
char id=95   x=48     y=222     width=26     height=8     xoffset=0     yoffset=39    xadvance=25     page=0  chnl=0 
char id=45   x=74     y=222     width=16     height=8     xoffset=0     yoffset=24    xadvance=16     page=0  chnl=0 
